label,fallacy_example,non-fallacy_example
appeal to emotion,"""Allí estaba yo en medio de miles, y sin embargo era un perfecto extraño; sin hogar y sin amigos, en medio de miles de mis propios hermanos, hijos de un Padre común, y sin embargo no me atrevía a revelar a ninguno de ellos mi triste condición."" Comprueba cada término literario que se encuentra en esta cita:",No todas las acciones malignas tienen que ser atribuidas a una sola persona o grupo.
appeal to emotion,"Ha saqueado nuestros mares, asolado nuestras costas, quemado nuestras ciudades y destruido la vida de nuestro pueblo",Espere más. Pague lo que sea necesario.
appeal to emotion,La misión crítica fue horriblemente ejecutada.,"Luke no quería comer sus sesos de oveja con hígado picado y coles de Bruselas. Sin embargo, su padre le dijo que recordara que hay niños hambrientos en otros países que no tienen la misma suerte."
appeal to emotion,"Luke no quería comer sus sesos de oveja con hígado picado y coles de Bruselas, pero su padre le dijo que pensara en los pobres niños hambrientos de un país del tercer mundo que no tenían la suerte de tener ningún alimento.","El eslogan de la empresa ""Comida fresca y saludable""."
appeal to emotion,¿Todavía golpeas a tu mujer?,Un eslogan de una empresa no necesariamente refleja la realidad de sus productos o servicios. Es importante investigar y comparar antes de tomar una decisión de compra.
appeal to emotion,"Debe haber derechos y errores objetivos en el universo.  Si no es así, ¿cómo se puede decir que torturar a los bebés por diversión puede ser correcto?",La Biblia incluye relatos de la intervención divina en la vida de las personas.
appeal to emotion,"Al rechazar a Dios, estás rechazando la bondad, la amabilidad y el amor mismo.",Hay algo de malo en contratar los servicios de un acompañante profesional si se está violando la ley o si es moralmente cuestionable.
appeal to emotion,La Biblia está llena de historias de la magia de Dios.,"Tú puedes considerar darme un aprobado por el tiempo que dediqué al proyecto y mis esfuerzos, pero eso no significa que necesariamente lo merezca."
appeal to emotion,No veo qué hay de malo en contratar los servicios de un acompañante profesional.,"Luke no quería comer sus verduras, pero su padre le hizo reflexionar sobre la importancia de tener una dieta equilibrada."
appeal to emotion,Tienes que darme un aprobado. Pasé 150 horas en ese proyecto y falté a todas las fiestas del trimestre.,"No deberíamos meterla en la cárcel aunque haya robado miles de millones de pesos, pero esto no significa que no deba enfrentar consecuencias legales por sus acciones."
appeal to emotion,"Luke no quería comer sus verduras, pero su padre le dijo que pensara en los pobres niños hambrientos de un país del tercer mundo que no tienen nada que comer.",Debería recibir una 'A' en esta clase. He trabajado duro y me he esforzado por entender el material. Hadi suplicó.
appeal to emotion,No deberíamos meterla en la cárcel aunque haya robado miles de millones de pesos. Ya es demasiado mayor para ser encerrada.,"""Si no adoptamos ese cachorro hoy, podría terminar en un hogar que no lo cuide. ¿Quieres ser responsable de eso?"" Exclamó Yasir."
appeal to emotion,"""Debería recibir una 'A' en esta clase. He tenido una semana dura"". Hadi suplicó","Sarah se despierta una mañana y descubre que se ha quedado dormida en su examen de anatomía. Envía un correo electrónico a su profesor y le pregunta si puede recuperar el examen. Sarah afirma que merece recuperarlo porque no ha dormido bien porque su novio acaba de romper con ella, su perro está enfermo y ha manchado su vestido favorito. Esta falacia se conoce como apelación a la lástima."
appeal to emotion,"""Si no adoptamos ese cachorro hoy, podrían sacrificarlo. ¿Quieres ser responsable de eso?"" Exclamó Yasir.",La dedicación y el esfuerzo que ponga en un trabajo son más importantes que cualquier circunstancia personal al momento de calificarlo.
appeal to emotion,"Sarah se despierta una mañana y descubre que se ha quedado dormida en su examen de anatomía. Envía un correo electrónico a su profesor y le pregunta si puede recuperar el examen. Sarah afirma que merece recuperarlo porque no ha dormido bien porque su novio acaba de romper con ella, su perro está enfermo y ha manchado su vestido favorito. ¿Qué falacia es ésta?",Dar el trabajo a otro aspirante basándose en su situación económica puede no ser justo si no tiene las habilidades y la experiencia necesarias para el trabajo.
appeal to emotion,"""Realmente me merezco un sobresaliente en este trabajo, profesor. No sólo estudié durante el funeral de mi abuela, sino que también dejé pasar la operación de trasplante de corazón, a pesar de que era el primer donante compatible en 3 años.""","Si escribes a la Sra. Roth y le dices que necesitas una C para no tener problemas, es posible que ella no te conceda la nota deseada."
appeal to emotion,Deberíamos dar el trabajo al otro aspirante porque tiene una familia pobre y necesita mantenerla. Parece que sufre mucho.,"Este candidato a presidente de la clase ha demostrado ser un líder comprometido y capaz, a pesar de enfrentarse a un diagnóstico de cáncer."
appeal to emotion,"Si escribes a la Sra. Roth y le dices: ""Señora Roth, sé que no he hecho ninguna de las tareas, pero necesito una C de todos modos porque lo pido amablemente y soy buena persona, y me voy a meter en problemas si no lo hace"".",Ocurre cuando alguien apela a la emoción de la lástima en lugar de abordar el argumento. Esto no significa necesariamente que el argumento sea incorrecto.
appeal to emotion,"Apoyo a este candidato a presidente de la clase, porque recientemente se le ha diagnosticado el cáncer","Entiendo que tu abuela está en el hospital y que necesitas tu salario para pagar su medicación, pero eso no significa que no debas hacer lo que se te pide en el trabajo."
appeal to emotion,No tienes que hacer esto. Mi abuela está en el hospital. Necesito mi salario para mantener su medicación. Se está muriendo.,"¿No quieres darle un hogar al cachorro abandonado? Esto no significa que no quieras adoptar a un cachorro abandonado. Puede haber muchas razones por las que no se pueda adoptar un cachorro en este momento, como una situación financiera difícil o una falta de espacio en casa."
appeal to emotion,Sólo dame la oportunidad de demostrártelo. No puedo vivir esta vida si me dejas. Mi mundo dejará de girar. No podré comer ni beber.,"Señor, por favor, déjeme hacer el examen. Llegué tarde, pero eso no significa necesariamente que no esté preparado para el examen."
appeal to emotion,¿No quieres darle un hogar al cachorro abandonado?,"Cada 0,008 segundos en los Estados Unidos, un adolescente rompe accidentalmente la pantalla de su teléfono. Si quieres ayudar a prevenir estos accidentes, considera comprar una funda protectora para tu teléfono."
appeal to emotion,"""Señor, por favor, déjeme hacer el examen. Llegué tarde porque tengo que preparar nuestro desayuno y lavar los platos"".","A veces, las personas que manipulan a los demás tratan de evitar asumir la responsabilidad de sus actos diciendo cosas como ""Sé que tomé una mala decisión, pero mira lo mucho que me esforcé""."
appeal to emotion,"""Cada 0,008 segundos en los Estados Unidos, un adolescente rompe accidentalmente la pantalla de su teléfono. Puedes ayudar a poner fin a estas devastadoras tragedias: dona ahora a mi fondo de Kickstarter, el nuevo Bubble-wrap Phone Case X"".",No puedes detenerme. Estoy triste por la muerte de mi gato.
appeal to emotion,"""Sé que tomé una mala decisión, pero mira lo mucho que me esforcé"". Esto ayuda a los manipuladores a evitar asumir la responsabilidad de sus actos.","El senador Jones es un candidato que promueve la seguridad nacional. Si no recibe suficiente apoyo en su campaña, podría perder su posición en el Comité de las Fuerzas Armadas."
appeal to emotion,"""No puede detenerme. Todavía estoy de luto por la muerte de mi gato"".","Tienes que decidir por ti mismo si quieres donar al equipo de hockey. Si lo haces, recuerda que están ayudando a construir escuelas en Uganda, lo cual puede ser una buena causa. Imagina a todos esos niños pobres y hambrientos de allí si te ayuda a tomar tu decisión."
appeal to emotion,"Deberías apoyar al senador Jones y su campaña para reforzar la defensa nacional. Si no lo hace, perderá el control del Comité de las Fuerzas Armadas y probablemente renunciará a la política.",El hecho de que una persona haya cambiado de opinión sobre el Obamacare después de que le salvó la vida no prueba que el Obamacare sea una buena política.
appeal to emotion,Tienes que donar al equipo de hockey. Están ayudando a construir escuelas en Uganda. Imagina a todos esos niños pobres y hambrientos de allí.,Debería esforzarme y trabajar duro para obtener un sobresaliente en esta clase y así tener una oportunidad de conseguir la beca que quiero.
appeal to emotion,un republicano de toda la vida que estaba en contra del Obamacare hasta que le salvó la vida.,"El hecho de que hayas estudiado durante un funeral y hayas pasado por alto un trasplante de corazón no significa que te merezcas un sobresaliente en un trabajo. La calificación debe basarse en tu desempeño en el trabajo en cuestión, no en circunstancias personales."
appeal to emotion,"Debería obtener un sobresaliente en esta clase. Al fin y al cabo, si no saco un sobresaliente no conseguiré la beca que quiero.","Ginger: ¡Tu perro acaba de entrar en nuestra casa y ha saqueado la cocina! Mary: Él nunca haría eso, pero eso no significa que no pueda haber sido él."
appeal to emotion,"Realmente me merezco un sobresaliente en este trabajo, profesor.  No sólo estudié durante el funeral de mi abuela, sino que también dejé pasar la operación de trasplante de corazón, a pesar de que era el primer donante compatible en 3 años.","Los niños no deberían ir a pedir dulces, ya que siempre existe la posibilidad de que alguien pueda envenenar las golosinas. Sin embargo, los niños también pueden disfrutar de la tradición de Halloween y las experiencias positivas que pueden tener al recibir dulces y disfraces."
appeal to emotion,"Ginger: ¡Tu perro acaba de entrar en nuestra casa y ha saqueado la cocina! Mary: Él nunca haría eso, ¡mira qué adorable es con esos ojos de cachorro!","Si no enseñamos a los adolescentes a trabajar más, puede que no se desarrollen ciertas habilidades laborales, pero eso no significa que la raza humana esté condenada."
appeal to emotion,"Los niños no deberían ir a pedir dulces, ya que siempre existe la posibilidad de que alguien pueda envenenar las golosinas.","Si amas a tu familia, tal vez quieras considerar comprar este nuevo sistema de seguridad sigiloso."
appeal to emotion,"Si no enseñamos a los adolescentes a trabajar más, la raza humana está condenada.","A veces los niños montan en monopatín y se caen, rompiéndose los brazos o las piernas. Esto puede hacer que montar en monopatín parezca peligroso, pero no necesariamente significa que deban prohibirse."
appeal to emotion,"Si amas a tu familia, comprarás este nuevo sistema de seguridad sigiloso.","Los gastos médicos de las personas mayores pueden seguir aumentando, pero eso no significa que tengas que contratar un seguro médico de larga duración ahora para poder optar a él cuando seas mayor. La póliza de seguro puede ser cara, pero eso no necesariamente significa que valga la pena gastar el dinero hoy para evitar arruinarse en el futuro y no ser una carga para tu familia."
appeal to emotion,"A veces los niños montan en monopatín y se caen, rompiéndose los brazos o las piernas. Está claro que montar en monopatín es extremadamente peligroso. ¿No crees que deberían prohibirse los monopatines?","Una madre dice a sus hijos que no salgan del patio por su seguridad, ya que puede haber animales salvajes en el bosque."
appeal to emotion,"Los gastos médicos de las personas mayores siguen aumentando. Si no contratas ahora un seguro médico de larga duración, probablemente no podrás optar a él cuando seas mayor. Claro que la póliza de seguro es un poco cara, pero vale la pena gastar el dinero hoy para no arruinarse en el futuro, convirtiéndose en una carga para su familia.",La manipulación de las emociones y sensibilidades de la gente puede ser inapropiada y perjudicial.
appeal to emotion,Una madre dice a sus hijos que no salgan del patio porque puede haber animales salvajes en el bosque.,"Si no entregas los deberes, te llamarán a casa. Esta afirmación no tiene en cuenta otros posibles resultados."
appeal to emotion,"""Si no entregas los deberes, te llamarán a casa.",Tom debe considerar todas las opciones y sus posibles consecuencias antes de tomar una decisión sobre si denunciar las prácticas contables dudosas en Bentron.
appeal to emotion,"Si lo eliges, el Dow Jones caerá y perderás todo tu dinero.","Mi familia es un donante importante de esta escuela, pero eso no significa que la mala nota que me puso en mi examen sea incorrecta."
appeal to emotion,"Mira Tom, podrías ir a la policía con tu información sobre nuestras dudosas prácticas contables aquí en Bentron. Pero recuerda que tienes una familia que alimentar. Además, sabes cómo los rumores de este tipo de deslealtad pueden extenderse por la industria. No volverás a trabajar como contable en esta ciudad.",El político X puede proponer cambios en la ley que afecten la libertad de expresión.
appeal to emotion,"Mi familia es el mayor donante de esta escuela, así que mejor piensa en la mala nota que me puso en mi examen.","Si no se empieza a reciclar ahora, podría tener graves consecuencias en el futuro."
appeal to emotion,"""¡El político X va a quitarte el derecho a la libertad de expresión!""","Si no crees en Dios, no necesariamente irás al infierno."
appeal to emotion,"Si no se empieza a reciclar ahora, todo el planeta quedará destruido en diez años.","Pido a todos los empleados que consideren votar por el candidato que he elegido en las próximas elecciones. Sin embargo, el otro candidato no necesariamente subirá los impuestos ni muchos de ustedes necesariamente perderán sus empleos."
appeal to emotion,"Si no crees en Dios, irás al infierno.","El senador Jones apoya una fuerte defensa nacional, pero eso no necesariamente significa que nuestro país será invadido ni que comience la Tercera Guerra Mundial."
appeal to emotion,"Pido a todos los empleados que voten por el candidato que he elegido en las próximas elecciones. Si el otro candidato gana, subirá los impuestos y muchos de ustedes perderán sus empleos.","Explicando que confiar en el otro político podría resultar en pérdida de casas y trabajos, pero eso no necesariamente será así."
appeal to emotion,"El senador Jones apoya una fuerte defensa nacional. Si vota por él, nuestro país será invadido y comenzará la Tercera Guerra Mundial.","Si no adquieres la garantía para tu Chromebook, podrías arriesgarte a tener que hacer frente a costosas reparaciones en caso de problemas con tu dispositivo."
appeal to emotion,Explicando que confiar en el otro político hará que todos pierdan sus casas y trabajos,No se puede afirmar que las personas se burlarán de ti o no te elegirán para los proyectos de grupo simplemente porque no compres lápices negros
appeal to emotion,"Si no adquieres la garantía para tu Chromebook, podrías quedarte sin él durante el resto del curso escolar y tener que pagar miles de dólares en costosas reparaciones","Si no rescatamos a los grandes fabricantes de automóviles, la economía estadounidense puede verse afectada. Sin embargo, esto no significa necesariamente que debamos rescatar a los fabricantes de automóviles."
appeal to emotion,"Si no compras los lápices negros, se burlarán de ti. No te elegirán para los proyectos de grupo.","Timmy: Mamá, ¿y si no creo en Dios? Mamá: Tienes derecho a tener tu propia opinión. ¿Por qué lo preguntas? Timmy: Simplemente estaba preguntando."
appeal to emotion,"Si no rescatamos a los grandes fabricantes de automóviles, la economía estadounidense se hundirá.  Por lo tanto, tenemos que rescatar a los fabricantes de automóviles.","Una píldora puede ser buena, pero es importante tener en cuenta que tomar dos puede tener efectos desconocidos o incluso perjudiciales."
appeal to emotion,"Timmy: Mamá, ¿y si no creo en Dios? Mamá: Entonces arderás en el infierno para siempre.  ¿Por qué lo preguntas? Timmy: Por nada.","Se necesita fe para creer en Dios, pero eso no implica que la fe en el Conejo de Pascua tenga el mismo valor o fundamento."
deductive fallacy,"Una píldora es buena, dos serán mejores",La evolución es la idea de que los seres vivos han cambiado y adaptado a lo largo del tiempo a través de la selección natural.
appeal to emotion,"Se necesita fe para creer en Dios, al igual que se necesita fe para creer en el Conejo de Pascua - ¡pero al menos el Conejo de Pascua se basa en una criatura que realmente existe!",Rezar por alguien no necesariamente garantizará que tengan una operación exitosa y una rápida recuperación.
appeal to emotion,La evolución es la idea de que los humanos provienen de la escoria del estanque.,"Si todo el mundo viviera su vida exactamente como la vivió Jesús, eso no necesariamente significaría que el mundo sería un lugar hermoso."
appeal to emotion,"Mañana me van a operar, así que por favor recen por mí.  Si un número suficiente de personas reza por mí, Dios me protegerá de cualquier daño y se encargará de que tenga una operación exitosa y una rápida recuperación.","Reagan dice que tiene razón porque cree en una política exterior consistente y en fortalecer la seguridad nacional, pero eso no demuestra que su posición sea correcta. La falacia aquí es la falacia de autoridad."
appeal to emotion,"Si todo el mundo viviera su vida exactamente como la vivió Jesús, el mundo sería un lugar hermoso.","Deberías elegir trabajar más horas extras con el mismo salario. Sin embargo, esta decisión depende de tus propias necesidades y preferencias y no necesariamente de tener miedo a perder tu trabajo."
appeal to emotion,"MARVIN STONE: Usted sugiere que desechemos el tratado SALT II ya negociado y que intensifiquemos la acumulación de poderío estadounidense para inducir a los soviéticos a firmar un nuevo tratado, uno más favorable para nosotros. El presidente Carter, por su parte, dice que volverá a intentar convencer a un Congreso reacio a ratificar el tratado actual con el argumento de que es lo mejor que podemos esperar. Ahora bien, ambos no pueden tener razón. ¿Nos dirán por qué creen que lo están? RONALD REAGAN: Sí. Creo que tengo razón porque creo que debemos tener una política exterior consistente, una América fuerte y una economía fuerte. Y luego, a medida que reforzamos nuestra seguridad nacional, para restaurar nuestro margen de seguridad, al mismo tiempo tratamos de frenar la acumulación soviética, que ha estado avanzando a un ritmo rápido, y durante bastante tiempo. 28 de octubre de 1980 Cleveland, Ohio ¿Qué falacia lógica ilustra el uso de la respuesta de Reagan?",
appeal to emotion,"Deberías elegir trabajar más horas extras con el mismo salario. Al fin y al cabo, no querrías perder tu trabajo, ¿verdad?",
appeal to emotion,"""Todos los que se oponen a mis argumentos para la apertura de un nuevo departamento, se significan diciendo: ""Renuncio"".",
appeal to emotion,"El Departamento de Transporte debe reconsiderar las propuestas de límites de velocidad en las carreteras interestatales por la sencilla razón de que, si no lo hace, su presupuesto departamental para el Departamento de Transporte se reducirá en un 25%.",
appeal to emotion,"""Me gustaría darle un puñetazo en la cara"". - Donald Trump (febrero de 2016, en un mitin de campaña, comentarios dirigidos a un manifestante que estaba siendo escoltado fuera del mitin).",
appeal to emotion,Orador 1: Nunca hablaré. Orador 2: Tenemos formas de hacerte hablar.,
appeal to emotion,"En la carrera por la alcaldía, Lara dice que un voto por su oponente le hará perder su trabajo.",
appeal to emotion,"""No me hagas enfadar; no te gustaré cuando esté enfadado"".",
appeal to emotion,Nuestra banda golpeará a cualquiera que no vote a nuestro favor,
appeal to emotion,"Melvin: Jefe, ¿por qué tengo que trabajar los fines de semana cuando nadie más en la empresa lo hace? Jefe: ¿Estoy percibiendo insubordinación?  Puedo encontrar otro empleado muy rápidamente, gracias a Craigslist, ya sabes.",
appeal to emotion,"Jordan: Papá, ¿por qué tengo que pasar el verano en el campamento de Jesús? Papá: Porque si no lo haces, pasarás todo el verano en tu habitación sin nada más que tu Biblia.",
appeal to emotion,¿No estás cansado de la división política en este país? Los republicanos saben de lo que hablan cuando se trata de inmigración. ¿No estás de acuerdo?,
appeal to emotion,Jon: ¿Por qué debería molestarme en hacer ejercicio mientras mi cónyuge está de vacaciones atiborrándose de comida?,
appeal to emotion,"Si existe una moral objetiva, el buen comportamiento moral será recompensado después de la muerte.  Yo quiero ser recompensado; por lo tanto, la moral debe ser objetiva.",
appeal to emotion,"Si no hay una moral objetiva, entonces todas las personas malas no serán castigadas por su mal comportamiento después de la muerte.  Eso no me gusta; por lo tanto, la moral debe ser objetiva.",
appeal to emotion,"Si no existe el libre albedrío, entonces no tenemos el control final de nuestros actos. Si esto es cierto, todo nuestro sistema de justicia estaría gravemente viciado. Esto sería muy malo; por lo tanto, el libre albedrío debe existir.",
appeal to emotion,"La evolución no puede ser cierta. Si fuera verdad, todos seríamos simios malolientes.",
appeal to emotion,"Creo que cuando muramos, pasaremos la eternidad leyendo libros y aprendiendo más sobre la composición de la escritura. ¡Me reconforta mucho esta creencia!",
appeal to emotion,"Jeannette tiene un próximo examen de anatomía y fisiología. Cubrirá los cuatro capítulos leídos y discutidos durante el último mes. Jeannette no ha estudiado. Aunque se espera que recuerde más de 200 términos, Jeannette sabe que su memoria es muy buena. Recordará los términos sólo por haberlos oído mencionar en clase. Al fin y al cabo, gracias a su excelente memoria, ha superado el instituto sin estudiar. A pesar de su fe en su memoria, su falta de estudio le hace sacar un suspenso en el examen.",
appeal to emotion,Sé en mi corazón que nuestro equipo local ganará la Serie Mundial.,
appeal to emotion,"Creo que cuando morimos, todos recibimos cuerpos nuevos, jóvenes y perfectos, y pasamos la eternidad con los que amamos. No puedo imaginarme el sentido de la vida si todo se acaba al morir.",
appeal to emotion,"María lleva más de 30 años trabajando en su actual empleo con el mismo sueldo. Desea desesperadamente un aumento de sueldo y se dirige a su jefe para pedírselo. Le dice: ""Es usted una de las personas más amables que conozco. Es usted inteligente y guapo y me encantan sus zapatos"".",
appeal to emotion,"Deberías ser tú quien lavara los platos, ¡se te da tan bien!",
appeal to emotion,Vendedor: Definitivamente deberías comprar este coche.  Te ves tan bien en él - te ves por lo menos diez años más joven detrás de esa rueda.Tamera: ¡Me lo llevo!,
appeal to emotion,"""Luego tuvimos una muerte. Una mujer de 32 años sufrió una hemorragia por una laceración cervical. Finalmente me di cuenta de que no estábamos ayudando a las mujeres: las estábamos destruyendo"".",
appeal to emotion,"""Si no has nacido de nuevo, te espera la separación eterna de Dios en el Lago de Fuego. Si has nacido de nuevo, entonces estar con el Señor en el cielo para siempre es tu destino. ¿Cuál eliges?""",
appeal to emotion,"""Sé que el examen se califica en función del rendimiento, pero deberíais ponerme un sobresaliente. Mi gato ha estado enfermo, mi coche se ha estropeado y he tenido un resfriado, así que me ha costado mucho estudiar"".",
appeal to emotion,"""Es un error gravar a las empresas; piense en todo el dinero que donan a la caridad, y piense en los costes que ya pagan para hacer funcionar sus negocios"".",
appeal to emotion,Deberían darme un ascenso. Tengo muchas deudas y estoy atrasado con el alquiler.,
appeal to emotion,No puedes darme una C. Perderé mi beca.,
appeal to emotion,No puedo llevarme a casa una B en este curso. Mis padres se enfadarán conmigo.,
appeal to emotion,"Si no me das un aprobado, no me aceptarán en la facultad de medicina. Eso le romperá el corazón a mi abuela.",
appeal to emotion,"Deberías casarte conmigo. Sé que no somos compatibles, pero sólo me queda un año de vida y tú eres mi última oportunidad.",
appeal to emotion,"Si decide no administrar la triple cobertura antibiótica a este paciente con quemaduras graves y extensas, será responsable de las complicaciones infecciosas que puedan surgir eventualmente.",
appeal to emotion,Tienes que darme un aprobado. Pasé 150 horas en ese proyecto y falté a todas las fiestas del trimestre.,
appeal to emotion,"Profesor, por favor, POR FAVOR, reconsidere mi nota en el final. ¡Sé que sólo respondí correctamente el 7% de las preguntas, pero realmente no merecía una F! La semana pasada me torcí el tobillo, mi perro se escapó y mi cocina se incendió. Creo que es justo que tenga la oportunidad de volver a hacer el examen.",
appeal to emotion,"No puedo conseguir un trabajo porque el sistema educativo público me ha fallado; tengo que robar para sobrevivir.  La culpa es de la sociedad, no mía.",
appeal to emotion,"Profesor, tiene que darme una A en este trabajo. Sé que sólo he entregado una frase y algunos recortes, pero tiene que entender que mi abuela murió repentinamente mientras viajaba por el norte del Yukón, y su funeral fue allí, así que tuve que viajar, y mis padres se divorciaron en medio de la ceremonia, y todo el estrés me hizo quedar catatónico durante dos semanas. Tengan un poco de piedad: el último deseo de mi abuela fue que sacara un sobresaliente en esta clase.",
appeal to emotion,"Hay que prohibir el matrimonio entre personas del mismo sexo, o la estructura familiar tal y como la conocemos se derrumbará.",
appeal to emotion,"La evolución no puede ser cierta. Si fuera verdad, todos seríamos simios malolientes.",
appeal to emotion,"Si no aceptas firmar el acuerdo laboral, te despediremos.",
appeal to emotion,"Si no crees en Dios, irás al infierno.",
appeal to emotion,"Sin este seguro adicional, podrías encontrarte sin dinero y sin hogar.",
appeal to emotion,"Sé que he faltado a las tareas, pero si me suspendes, perderé la ayuda económica y tendré que abandonar.",
false dilemma,O prohibimos la laca o el mundo se acabará.,"Si prohibimos la laca, podría haber consecuencias negativas para la industria de la belleza."
false dilemma,"Tienes que ir a la fiesta conmigo, si no, te aburrirás en casa.","Puedes ir a la fiesta conmigo, pero si no quieres, puedes hacer otras cosas en casa."
false dilemma,"""Para conseguir mejores escuelas, tenemos que subir los impuestos. Si no lo hacemos, no podremos tener mejores escuelas"".","Para mejorar las escuelas, debemos considerar diferentes opciones, como subir los impuestos o buscar otras fuentes de financiación. Sin una investigación más profunda, no podemos saber qué solución es la mejor."
false dilemma,"La nueva exposición de piedras preciosas y minerales preciosos del museo necesita más guardias de seguridad. Si no estás de acuerdo, entonces debes estar planeando robar una pieza de la exposición","La nueva exposición de piedras preciosas y minerales preciosos del museo necesita más guardias de seguridad. Si no estás de acuerdo, eso no significa que quieras robar algo de la exposición."
false dilemma,"O decides que puedes permitirte este equipo de música, o decides no tener música durante un tiempo","Tener un equipo de música no es la única opción, también se puede escuchar música de otras maneras."
false dilemma,Demasiados dulces pueden provocar caries. Debes evitar comer cualquier dulce a menos que quieras tener caries.,Demasiados dulces pueden provocar caries. Debes tener cuidado con tu ingesta de dulces si no quieres tener caries.
false dilemma,"O bien puedes ahorrar tu dinero para comprarte un coche nuevo, o bien puedes ir en Uber por el resto de tu vida.","O bien puedes ahorrar tu dinero para comprarte un coche nuevo, o bien puedes seguir utilizando medios de transporte público o compartido."
false dilemma,O mandas un mensaje a tu amigo o no te diviertes.,Mandar un mensaje a un amigo es una forma de divertirse.
false dilemma,"""Las únicas soluciones que veo para el cambio climático son la extinción masiva de los seres humanos o la aprobación de esta ley verde"".","Las únicas soluciones que veo para el cambio climático son la extinción masiva de los seres humanos o la aprobación de esta ley verde, es una afirmación exagerada y engañosa."
false dilemma,"O te gusta el tocino, o estás equivocado.",No se puede afirmar que todas las personas que no gustan del tocino están equivocadas.
false dilemma,"Si conduces sin seguro de coche, eres un accidente a punto de ocurrir. Manténgase protegido con el seguro de Auto Union.","Si conduces sin seguro de coche, corres un riesgo mayor de sufrir un accidente. Manténgase protegido con el seguro de Auto Union."
false dilemma,"Alumno: Usted no nos enseñó esto; nunca lo aprendimos. Profesor: Así que, o sois vagos o no queréis aprender, ¿es así?",El profesor no puede concluir que los alumnos son vagos o no quieren aprender sin más información.
false dilemma,"Si no dices el juramento a la bandera, debes ser un traidor.","Diciendo el juramento a la bandera demuestra patriotismo, pero no es un requisito para ser un ciudadano leal."
false dilemma,"Estoy recaudando fondos para ayudar a curar la enfermedad XYZ. Si no donas, eres parte del problema.","Estoy recaudando fondos para ayudar a curar la enfermedad XYZ. Por favor, considere hacer una donación si puede."
false dilemma,A la gente le gusta el café o lo odia.,La gente puede tener diferentes opiniones sobre el café.
false dilemma,"Suscríbase a nuestros servicios de streaming, ¡o quédese con el cable!","Suscribirse a nuestros servicios de streaming puede ser una buena opción, pero no significa que no puedas seguir usando el cable si lo prefieres."
false dilemma,"Sukaina a su madre: O me compras este nuevo libro, o decides que la lectura no es importante en absoluto.","Sukaina puede pedir a su madre que le compre el libro, pero no puede exigir que su madre considere la lectura como una actividad importante."
false dilemma,"""O pasas esta prueba, o la suspendes"". Rió el Sr. Malak","Si no te preparas bien para esta prueba, corres el riesgo de suspenderla, dijo el Sr. Malak con una sonrisa."
false dilemma,"Puedes comprar el nuevo perfume Sensitivity, o puedes oler mal todo el día.","Puedes comprar el nuevo perfume Sensitivity, o puedes elegir otro perfume que te guste."
false dilemma,O bajamos los impuestos o dejamos una enorme deuda a nuestros hijos.,"Bajar los impuestos puede resultar beneficioso, pero también puede dejar una deuda a nuestros hijos."
false dilemma,No podemos apoyar a los inmigrantes porque tenemos demasiados estadounidenses sin hogar y pobres.,Deberíamos apoyar a los inmigrantes porque son seres humanos que merecen tener una vida digna y feliz.
false dilemma,Vota por mí o vive cuatro años más de impuestos más altos.,"Mi oponente propone suprimir el impuesto sobre los refrescos, mientras que yo propongo mantenerlo. Cada uno tiene sus propios argumentos y es importante evaluarlos cuidadosamente antes de tomar una decisión."
false dilemma,"Puedes estar guay con nuestra ropa, o puedes parecer un perdedor.",Puedes vestirte con nuestra ropa y sentirte bien.
false dilemma,"O vamos a la guerra, o parecemos débiles",O podemos considerar otras opciones que no impliquen ir a la guerra ni parecer débiles.
false dilemma,"O me amas, o me odias.","Tú puedes sentirte cerca o lejos de alguien, pero no es necesariamente una cuestión de amar o odiar."
false dilemma,"""Sé mi amigo o sé mi enemigo"".","Sé mi amigo o sé mi enemigo, pero si no me eliges como amigo, no necesariamente eres mi enemigo."
false dilemma,"La escuela está en mal estado. O lo derribamos y levantamos un nuevo edificio, o seguimos arriesgando la seguridad de los alumnos. Obviamente, no debemos arriesgar la seguridad de nadie, así que debemos derribar el edificio"".","La escuela está en mal estado. Podemos derribar y levantar un nuevo edificio, o podemos realizar reparaciones para mejorar la seguridad del edificio existente. Debemos considerar cuidadosamente las opciones y tomar la decisión que sea mejor para los alumnos."
false dilemma,"Si no fue un misil, una bomba o un fallo mecánico, lo único que queda es un meteorito.","Si no fue un misil, una bomba o un fallo mecánico, no necesariamente tiene que ser un meteorito. Podría haber sido cualquier otra cosa."
false dilemma,"""No te vi en la recaudación de fondos de caridad hoy. Supongo que no eres una buena persona después de todo"".",No te vi en la recaudación de fondos de caridad hoy. No sé si eso significa que no eres una buena persona o no.
false dilemma,O prohibimos que los adolescentes tengan teléfonos móviles o seguimos dejando que miles de jóvenes estudiantes suspendan sus clases.,"No se trata de prohibir que los adolescentes tengan teléfonos móviles, sino de buscar formas de ayudar a los estudiantes a evitar distracciones y aprovechar al máximo su educación."
false dilemma,América: ámala o déjala. O estás a favor o en contra de nosotros.,América: ámala o déjala. Esta afirmación no refleja necesariamente la complejidad de las opiniones políticas y las identidades individuales.
false dilemma,"Papá, o me dejas ir a la fiesta o eres un mal padre.",No es necesario que dejes que yo vaya a la fiesta para ser un buen padre. Hay muchas otras formas de ser un buen padre.
